path,label,label_text,split
data\raw\train\bird\bird_train_00937.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00938.jpg,3,rabbit,train
data\raw\train\cat\cat_train_00939.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00940.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00941.jpg,3,rabbit,train
data\raw\train\deer\deer_train_00942.jpg,4,deer,train
data\raw\train\cat\cat_train_00943.jpg,1,cat,train
data\raw\train\dog\dog_train_00944.jpg,5,dog,train
data\raw\train\cat\cat_train_00945.jpg,1,cat,train
data\raw\train\dog\dog_train_00946.jpg,5,dog,train
data\raw\train\llama\llama_train_00947.jpg,2,llama,train
data\raw\train\swan\swan_train_00948.jpg,7,swan,train
data\raw\train\bird\bird_train_00949.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00950.jpg,3,rabbit,train
data\raw\train\llama\llama_train_00951.jpg,2,llama,train
data\raw\train\cat\cat_train_00952.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00953.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00954.jpg,3,rabbit,train
data\raw\train\llama\llama_train_00955.jpg,2,llama,train
data\raw\train\bird\bird_train_00956.jpg,0,bird,train
data\raw\train\swan\swan_train_00957.jpg,7,swan,train
data\raw\train\cat\cat_train_00958.jpg,1,cat,train
data\raw\train\llama\llama_train_00959.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_00960.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00961.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00962.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00963.jpg,7,swan,train
data\raw\train\dog\dog_train_00964.jpg,5,dog,train
data\raw\train\cat\cat_train_00965.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_00966.jpg,3,rabbit,train
data\raw\train\cat\cat_train_00967.jpg,1,cat,train
data\raw\train\bird\bird_train_00968.jpg,0,bird,train
data\raw\train\llama\llama_train_00969.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_00970.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_00971.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00972.jpg,0,bird,train
data\raw\train\cat\cat_train_00973.jpg,1,cat,train
data\raw\train\snail\snail_train_00974.jpg,6,snail,train
data\raw\train\snail\snail_train_00975.jpg,6,snail,train
data\raw\train\llama\llama_train_00976.jpg,2,llama,train
data\raw\train\snail\snail_train_00977.jpg,6,snail,train
data\raw\train\snail\snail_train_00978.jpg,6,snail,train
data\raw\train\deer\deer_train_00979.jpg,4,deer,train
data\raw\train\llama\llama_train_00980.jpg,2,llama,train
data\raw\train\bird\bird_train_00981.jpg,0,bird,train
data\raw\train\bird\bird_train_00982.jpg,0,bird,train
data\raw\train\swan\swan_train_00983.jpg,7,swan,train
data\raw\train\bird\bird_train_00984.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_00985.jpg,3,rabbit,train
data\raw\train\swan\swan_train_00986.jpg,7,swan,train
data\raw\train\llama\llama_train_00987.jpg,2,llama,train
data\raw\train\snail\snail_train_00988.jpg,6,snail,train
data\raw\train\deer\deer_train_00989.jpg,4,deer,train
data\raw\train\rabbit\rabbit_train_00990.jpg,3,rabbit,train
data\raw\train\bird\bird_train_00991.jpg,0,bird,train
data\raw\train\llama\llama_train_00992.jpg,2,llama,train
data\raw\train\swan\swan_train_00993.jpg,7,swan,train
data\raw\train\deer\deer_train_00994.jpg,4,deer,train
data\raw\train\dog\dog_train_00995.jpg,5,dog,train
data\raw\train\cat\cat_train_00996.jpg,1,cat,train
data\raw\train\swan\swan_train_00997.jpg,7,swan,train
data\raw\train\deer\deer_train_00998.jpg,4,deer,train
data\raw\train\snail\snail_train_00999.jpg,6,snail,train
data\raw\train\dog\dog_train_01000.jpg,5,dog,train
data\raw\train\dog\dog_train_01001.jpg,5,dog,train
data\raw\train\deer\deer_train_01002.jpg,4,deer,train
data\raw\train\dog\dog_train_01003.jpg,5,dog,train
data\raw\train\cat\cat_train_01004.jpg,1,cat,train
data\raw\train\dog\dog_train_01005.jpg,5,dog,train
data\raw\train\swan\swan_train_01006.jpg,7,swan,train
data\raw\train\llama\llama_train_01007.jpg,2,llama,train
data\raw\train\llama\llama_train_01008.jpg,2,llama,train
data\raw\train\bird\bird_train_01009.jpg,0,bird,train
data\raw\train\llama\llama_train_01010.jpg,2,llama,train
data\raw\train\bird\bird_train_01011.jpg,0,bird,train
data\raw\train\swan\swan_train_01012.jpg,7,swan,train
data\raw\train\bird\bird_train_01013.jpg,0,bird,train
data\raw\train\dog\dog_train_01014.jpg,5,dog,train
data\raw\train\llama\llama_train_01015.jpg,2,llama,train
data\raw\train\bird\bird_train_01016.jpg,0,bird,train
data\raw\train\snail\snail_train_01017.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_01018.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01019.jpg,2,llama,train
data\raw\train\bird\bird_train_01020.jpg,0,bird,train
data\raw\train\deer\deer_train_01021.jpg,4,deer,train
data\raw\train\llama\llama_train_01022.jpg,2,llama,train
data\raw\train\llama\llama_train_01023.jpg,2,llama,train
data\raw\train\deer\deer_train_01024.jpg,4,deer,train
data\raw\train\dog\dog_train_01025.jpg,5,dog,train
data\raw\train\bird\bird_train_01026.jpg,0,bird,train
data\raw\train\dog\dog_train_01027.jpg,5,dog,train
data\raw\train\bird\bird_train_01028.jpg,0,bird,train
data\raw\train\dog\dog_train_01029.jpg,5,dog,train
data\raw\train\llama\llama_train_01030.jpg,2,llama,train
data\raw\train\cat\cat_train_01031.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_01032.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_01033.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_01034.jpg,3,rabbit,train
data\raw\train\snail\snail_train_01035.jpg,6,snail,train
data\raw\train\llama\llama_train_01036.jpg,2,llama,train
data\raw\train\deer\deer_train_01037.jpg,4,deer,train
data\raw\train\swan\swan_train_01038.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01039.jpg,3,rabbit,train
data\raw\train\bird\bird_train_01040.jpg,0,bird,train
data\raw\train\swan\swan_train_01041.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01042.jpg,3,rabbit,train
data\raw\train\swan\swan_train_01043.jpg,7,swan,train
data\raw\train\bird\bird_train_01044.jpg,0,bird,train
data\raw\train\swan\swan_train_01045.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01046.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01047.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_01048.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01049.jpg,2,llama,train
data\raw\train\dog\dog_train_01050.jpg,5,dog,train
data\raw\train\swan\swan_train_01051.jpg,7,swan,train
data\raw\train\bird\bird_train_01052.jpg,0,bird,train
data\raw\train\bird\bird_train_01053.jpg,0,bird,train
data\raw\train\snail\snail_train_01054.jpg,6,snail,train
data\raw\train\llama\llama_train_01055.jpg,2,llama,train
data\raw\train\deer\deer_train_01056.jpg,4,deer,train
data\raw\train\bird\bird_train_01057.jpg,0,bird,train
data\raw\train\snail\snail_train_01058.jpg,6,snail,train
data\raw\train\llama\llama_train_01059.jpg,2,llama,train
data\raw\train\cat\cat_train_01060.jpg,1,cat,train
data\raw\train\cat\cat_train_01061.jpg,1,cat,train
data\raw\train\swan\swan_train_01062.jpg,7,swan,train
data\raw\train\llama\llama_train_01063.jpg,2,llama,train
data\raw\train\llama\llama_train_01064.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_01065.jpg,3,rabbit,train
data\raw\train\deer\deer_train_01066.jpg,4,deer,train
data\raw\train\snail\snail_train_01067.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_01068.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01069.jpg,2,llama,train
data\raw\train\swan\swan_train_01070.jpg,7,swan,train
data\raw\train\dog\dog_train_01071.jpg,5,dog,train
data\raw\train\swan\swan_train_01072.jpg,7,swan,train
data\raw\train\llama\llama_train_01073.jpg,2,llama,train
data\raw\train\llama\llama_train_01074.jpg,2,llama,train
data\raw\train\cat\cat_train_01075.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_01076.jpg,3,rabbit,train
data\raw\train\swan\swan_train_01077.jpg,7,swan,train
data\raw\train\llama\llama_train_01078.jpg,2,llama,train
data\raw\train\bird\bird_train_01079.jpg,0,bird,train
data\raw\train\bird\bird_train_01080.jpg,0,bird,train
data\raw\train\dog\dog_train_01081.jpg,5,dog,train
data\raw\train\bird\bird_train_01082.jpg,0,bird,train
data\raw\train\swan\swan_train_01083.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01084.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01085.jpg,2,llama,train
data\raw\train\bird\bird_train_01086.jpg,0,bird,train
data\raw\train\cat\cat_train_01087.jpg,1,cat,train
data\raw\train\snail\snail_train_01088.jpg,6,snail,train
data\raw\train\cat\cat_train_01089.jpg,1,cat,train
data\raw\train\deer\deer_train_01090.jpg,4,deer,train
data\raw\train\bird\bird_train_01091.jpg,0,bird,train
data\raw\train\bird\bird_train_01092.jpg,0,bird,train
data\raw\train\llama\llama_train_01093.jpg,2,llama,train
data\raw\train\dog\dog_train_01094.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_01095.jpg,3,rabbit,train
data\raw\train\bird\bird_train_01096.jpg,0,bird,train
data\raw\train\bird\bird_train_01097.jpg,0,bird,train
data\raw\train\snail\snail_train_01098.jpg,6,snail,train
data\raw\train\cat\cat_train_01099.jpg,1,cat,train
data\raw\train\deer\deer_train_01100.jpg,4,deer,train
data\raw\train\dog\dog_train_01101.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_01102.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_01103.jpg,3,rabbit,train
data\raw\train\swan\swan_train_01104.jpg,7,swan,train
data\raw\train\llama\llama_train_01105.jpg,2,llama,train
data\raw\train\llama\llama_train_01106.jpg,2,llama,train
data\raw\train\dog\dog_train_01107.jpg,5,dog,train
data\raw\train\bird\bird_train_01108.jpg,0,bird,train
data\raw\train\swan\swan_train_01109.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01110.jpg,3,rabbit,train
data\raw\train\bird\bird_train_01111.jpg,0,bird,train
data\raw\train\cat\cat_train_01112.jpg,1,cat,train
data\raw\train\dog\dog_train_01113.jpg,5,dog,train
data\raw\train\snail\snail_train_01114.jpg,6,snail,train
data\raw\train\llama\llama_train_01115.jpg,2,llama,train
data\raw\train\cat\cat_train_01116.jpg,1,cat,train
data\raw\train\dog\dog_train_01117.jpg,5,dog,train
data\raw\train\swan\swan_train_01118.jpg,7,swan,train
data\raw\train\snail\snail_train_01119.jpg,6,snail,train
data\raw\train\snail\snail_train_01120.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_01121.jpg,3,rabbit,train
data\raw\train\dog\dog_train_01122.jpg,5,dog,train
data\raw\train\cat\cat_train_01123.jpg,1,cat,train
data\raw\train\bird\bird_train_01124.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_01125.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_01126.jpg,3,rabbit,train
data\raw\train\deer\deer_train_01127.jpg,4,deer,train
data\raw\train\swan\swan_train_01128.jpg,7,swan,train
data\raw\train\llama\llama_train_01129.jpg,2,llama,train
data\raw\train\dog\dog_train_01130.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_01131.jpg,3,rabbit,train
data\raw\train\bird\bird_train_01132.jpg,0,bird,train
data\raw\train\bird\bird_train_01133.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_01134.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01135.jpg,2,llama,train
data\raw\train\cat\cat_train_01136.jpg,1,cat,train
data\raw\train\deer\deer_train_01137.jpg,4,deer,train
data\raw\train\snail\snail_train_01138.jpg,6,snail,train
data\raw\train\deer\deer_train_01139.jpg,4,deer,train
data\raw\train\dog\dog_train_01140.jpg,5,dog,train
data\raw\train\bird\bird_train_01141.jpg,0,bird,train
data\raw\train\llama\llama_train_01142.jpg,2,llama,train
data\raw\train\dog\dog_train_01143.jpg,5,dog,train
data\raw\train\swan\swan_train_01144.jpg,7,swan,train
data\raw\train\bird\bird_train_01145.jpg,0,bird,train
data\raw\train\deer\deer_train_01146.jpg,4,deer,train
data\raw\train\snail\snail_train_01147.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_01148.jpg,3,rabbit,train
data\raw\train\swan\swan_train_01149.jpg,7,swan,train
data\raw\train\llama\llama_train_01150.jpg,2,llama,train
data\raw\train\dog\dog_train_01151.jpg,5,dog,train
data\raw\train\llama\llama_train_01152.jpg,2,llama,train
data\raw\train\deer\deer_train_01153.jpg,4,deer,train
data\raw\train\cat\cat_train_01154.jpg,1,cat,train
data\raw\train\cat\cat_train_01155.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_01156.jpg,3,rabbit,train
data\raw\train\deer\deer_train_01157.jpg,4,deer,train
data\raw\train\llama\llama_train_01158.jpg,2,llama,train
data\raw\train\llama\llama_train_01159.jpg,2,llama,train
data\raw\train\deer\deer_train_01160.jpg,4,deer,train
data\raw\train\dog\dog_train_01161.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_01162.jpg,3,rabbit,train
data\raw\train\swan\swan_train_01163.jpg,7,swan,train
data\raw\train\llama\llama_train_01164.jpg,2,llama,train
data\raw\train\deer\deer_train_01165.jpg,4,deer,train
data\raw\train\llama\llama_train_01166.jpg,2,llama,train
data\raw\train\llama\llama_train_01167.jpg,2,llama,train
data\raw\train\snail\snail_train_01168.jpg,6,snail,train
data\raw\train\bird\bird_train_01169.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_01170.jpg,3,rabbit,train
data\raw\train\bird\bird_train_01171.jpg,0,bird,train
data\raw\train\cat\cat_train_01172.jpg,1,cat,train
data\raw\train\snail\snail_train_01173.jpg,6,snail,train
data\raw\train\deer\deer_train_01174.jpg,4,deer,train
data\raw\train\swan\swan_train_01175.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01176.jpg,3,rabbit,train
data\raw\train\deer\deer_train_01177.jpg,4,deer,train
data\raw\train\rabbit\rabbit_train_01178.jpg,3,rabbit,train
data\raw\train\swan\swan_train_01179.jpg,7,swan,train
data\raw\train\dog\dog_train_01180.jpg,5,dog,train
data\raw\train\dog\dog_train_01181.jpg,5,dog,train
data\raw\train\snail\snail_train_01182.jpg,6,snail,train
data\raw\train\cat\cat_train_01183.jpg,1,cat,train
data\raw\train\cat\cat_train_01184.jpg,1,cat,train
data\raw\train\deer\deer_train_01185.jpg,4,deer,train
data\raw\train\swan\swan_train_01186.jpg,7,swan,train
data\raw\train\swan\swan_train_01187.jpg,7,swan,train
data\raw\train\cat\cat_train_01188.jpg,1,cat,train
data\raw\train\dog\dog_train_01189.jpg,5,dog,train
data\raw\train\deer\deer_train_01190.jpg,4,deer,train
data\raw\train\llama\llama_train_01191.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_01192.jpg,3,rabbit,train
data\raw\train\deer\deer_train_01193.jpg,4,deer,train
data\raw\train\dog\dog_train_01194.jpg,5,dog,train
data\raw\train\swan\swan_train_01195.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01196.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01197.jpg,2,llama,train
data\raw\train\deer\deer_train_01198.jpg,4,deer,train
data\raw\train\snail\snail_train_01199.jpg,6,snail,train
data\raw\train\deer\deer_train_01200.jpg,4,deer,train
data\raw\train\swan\swan_train_01201.jpg,7,swan,train
data\raw\train\deer\deer_train_01202.jpg,4,deer,train
data\raw\train\snail\snail_train_01203.jpg,6,snail,train
data\raw\train\llama\llama_train_01204.jpg,2,llama,train
data\raw\train\swan\swan_train_01205.jpg,7,swan,train
data\raw\train\swan\swan_train_01206.jpg,7,swan,train
data\raw\train\bird\bird_train_01207.jpg,0,bird,train
data\raw\train\bird\bird_train_01208.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_01209.jpg,3,rabbit,train
data\raw\train\dog\dog_train_01210.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_01211.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01212.jpg,2,llama,train
data\raw\train\llama\llama_train_01213.jpg,2,llama,train
data\raw\train\dog\dog_train_01214.jpg,5,dog,train
data\raw\train\snail\snail_train_01215.jpg,6,snail,train
data\raw\train\swan\swan_train_01216.jpg,7,swan,train
data\raw\train\swan\swan_train_01217.jpg,7,swan,train
data\raw\train\snail\snail_train_01218.jpg,6,snail,train
data\raw\train\llama\llama_train_01219.jpg,2,llama,train
data\raw\train\bird\bird_train_01220.jpg,0,bird,train
data\raw\train\deer\deer_train_01221.jpg,4,deer,train
data\raw\train\llama\llama_train_01222.jpg,2,llama,train
data\raw\train\deer\deer_train_01223.jpg,4,deer,train
data\raw\train\bird\bird_train_01224.jpg,0,bird,train
data\raw\train\swan\swan_train_01225.jpg,7,swan,train
data\raw\train\snail\snail_train_01226.jpg,6,snail,train
data\raw\train\swan\swan_train_01227.jpg,7,swan,train
data\raw\train\swan\swan_train_01228.jpg,7,swan,train
data\raw\train\dog\dog_train_01229.jpg,5,dog,train
data\raw\train\deer\deer_train_01230.jpg,4,deer,train
data\raw\train\bird\bird_train_01231.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_01232.jpg,3,rabbit,train
data\raw\train\snail\snail_train_01233.jpg,6,snail,train
data\raw\train\rabbit\rabbit_train_01234.jpg,3,rabbit,train
data\raw\train\cat\cat_train_01235.jpg,1,cat,train
data\raw\train\bird\bird_train_01236.jpg,0,bird,train
data\raw\train\llama\llama_train_01237.jpg,2,llama,train
data\raw\train\bird\bird_train_01238.jpg,0,bird,train
data\raw\train\llama\llama_train_01239.jpg,2,llama,train
data\raw\train\snail\snail_train_01240.jpg,6,snail,train
data\raw\train\dog\dog_train_01241.jpg,5,dog,train
data\raw\train\cat\cat_train_01242.jpg,1,cat,train
data\raw\train\swan\swan_train_01243.jpg,7,swan,train
data\raw\train\cat\cat_train_01244.jpg,1,cat,train
data\raw\train\swan\swan_train_01245.jpg,7,swan,train
data\raw\train\snail\snail_train_01246.jpg,6,snail,train
data\raw\train\dog\dog_train_01247.jpg,5,dog,train
data\raw\train\dog\dog_train_01248.jpg,5,dog,train
data\raw\train\cat\cat_train_01249.jpg,1,cat,train
data\raw\train\swan\swan_train_01250.jpg,7,swan,train
data\raw\train\deer\deer_train_01251.jpg,4,deer,train
data\raw\train\llama\llama_train_01252.jpg,2,llama,train
data\raw\train\bird\bird_train_01253.jpg,0,bird,train
data\raw\train\bird\bird_train_01254.jpg,0,bird,train
data\raw\train\llama\llama_train_01255.jpg,2,llama,train
data\raw\train\swan\swan_train_01256.jpg,7,swan,train
data\raw\train\cat\cat_train_01257.jpg,1,cat,train
data\raw\train\cat\cat_train_01258.jpg,1,cat,train
data\raw\train\cat\cat_train_01259.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_01260.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01261.jpg,2,llama,train
data\raw\train\llama\llama_train_01262.jpg,2,llama,train
data\raw\train\deer\deer_train_01263.jpg,4,deer,train
data\raw\train\bird\bird_train_01264.jpg,0,bird,train
data\raw\train\llama\llama_train_01265.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_01266.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_01267.jpg,3,rabbit,train
data\raw\train\deer\deer_train_01268.jpg,4,deer,train
data\raw\train\dog\dog_train_01269.jpg,5,dog,train
data\raw\train\swan\swan_train_01270.jpg,7,swan,train
data\raw\train\swan\swan_train_01271.jpg,7,swan,train
data\raw\train\deer\deer_train_01272.jpg,4,deer,train
data\raw\train\bird\bird_train_01273.jpg,0,bird,train
data\raw\train\bird\bird_train_01274.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_01275.jpg,3,rabbit,train
data\raw\train\dog\dog_train_01276.jpg,5,dog,train
data\raw\train\dog\dog_train_01277.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_01278.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01279.jpg,2,llama,train
data\raw\train\cat\cat_train_01280.jpg,1,cat,train
data\raw\train\snail\snail_train_01281.jpg,6,snail,train
data\raw\train\llama\llama_train_01282.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_01283.jpg,3,rabbit,train
data\raw\train\deer\deer_train_01284.jpg,4,deer,train
data\raw\train\cat\cat_train_01285.jpg,1,cat,train
data\raw\train\llama\llama_train_01286.jpg,2,llama,train
data\raw\train\cat\cat_train_01287.jpg,1,cat,train
data\raw\train\bird\bird_train_01288.jpg,0,bird,train
data\raw\train\bird\bird_train_01289.jpg,0,bird,train
data\raw\train\bird\bird_train_01290.jpg,0,bird,train
data\raw\train\llama\llama_train_01291.jpg,2,llama,train
data\raw\train\llama\llama_train_01292.jpg,2,llama,train
data\raw\train\cat\cat_train_01293.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_01294.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01295.jpg,2,llama,train
data\raw\train\swan\swan_train_01296.jpg,7,swan,train
data\raw\train\swan\swan_train_01297.jpg,7,swan,train
data\raw\train\dog\dog_train_01298.jpg,5,dog,train
data\raw\train\llama\llama_train_01299.jpg,2,llama,train
data\raw\train\bird\bird_train_01300.jpg,0,bird,train
data\raw\train\deer\deer_train_01301.jpg,4,deer,train
data\raw\train\snail\snail_train_01302.jpg,6,snail,train
data\raw\train\swan\swan_train_01303.jpg,7,swan,train
data\raw\train\swan\swan_train_01304.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01305.jpg,3,rabbit,train
data\raw\train\cat\cat_train_01306.jpg,1,cat,train
data\raw\train\snail\snail_train_01307.jpg,6,snail,train
data\raw\train\deer\deer_train_01308.jpg,4,deer,train
data\raw\train\deer\deer_train_01309.jpg,4,deer,train
data\raw\train\bird\bird_train_01310.jpg,0,bird,train
data\raw\train\swan\swan_train_01311.jpg,7,swan,train
data\raw\train\llama\llama_train_01312.jpg,2,llama,train
data\raw\train\dog\dog_train_01313.jpg,5,dog,train
data\raw\train\llama\llama_train_01314.jpg,2,llama,train
data\raw\train\dog\dog_train_01315.jpg,5,dog,train
data\raw\train\bird\bird_train_01316.jpg,0,bird,train
data\raw\train\cat\cat_train_01317.jpg,1,cat,train
data\raw\train\rabbit\rabbit_train_01318.jpg,3,rabbit,train
data\raw\train\cat\cat_train_01319.jpg,1,cat,train
data\raw\train\cat\cat_train_01320.jpg,1,cat,train
data\raw\train\deer\deer_train_01321.jpg,4,deer,train
data\raw\train\cat\cat_train_01322.jpg,1,cat,train
data\raw\train\swan\swan_train_01323.jpg,7,swan,train
data\raw\train\cat\cat_train_01324.jpg,1,cat,train
data\raw\train\deer\deer_train_01325.jpg,4,deer,train
data\raw\train\llama\llama_train_01326.jpg,2,llama,train
data\raw\train\cat\cat_train_01327.jpg,1,cat,train
data\raw\train\llama\llama_train_01328.jpg,2,llama,train
data\raw\train\dog\dog_train_01329.jpg,5,dog,train
data\raw\train\rabbit\rabbit_train_01330.jpg,3,rabbit,train
data\raw\train\dog\dog_train_01331.jpg,5,dog,train
data\raw\train\snail\snail_train_01332.jpg,6,snail,train
data\raw\train\cat\cat_train_01333.jpg,1,cat,train
data\raw\train\swan\swan_train_01334.jpg,7,swan,train
data\raw\train\swan\swan_train_01335.jpg,7,swan,train
data\raw\train\deer\deer_train_01336.jpg,4,deer,train
data\raw\train\swan\swan_train_01337.jpg,7,swan,train
data\raw\train\swan\swan_train_01338.jpg,7,swan,train
data\raw\train\dog\dog_train_01339.jpg,5,dog,train
data\raw\train\llama\llama_train_01340.jpg,2,llama,train
data\raw\train\llama\llama_train_01341.jpg,2,llama,train
data\raw\train\deer\deer_train_01342.jpg,4,deer,train
data\raw\train\swan\swan_train_01343.jpg,7,swan,train
data\raw\train\llama\llama_train_01344.jpg,2,llama,train
data\raw\train\cat\cat_train_01345.jpg,1,cat,train
data\raw\train\deer\deer_train_01346.jpg,4,deer,train
data\raw\train\bird\bird_train_01347.jpg,0,bird,train
data\raw\train\swan\swan_train_01348.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01349.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_01350.jpg,3,rabbit,train
data\raw\train\cat\cat_train_01351.jpg,1,cat,train
data\raw\train\cat\cat_train_01352.jpg,1,cat,train
data\raw\train\bird\bird_train_01353.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_01354.jpg,3,rabbit,train
data\raw\train\deer\deer_train_01355.jpg,4,deer,train
data\raw\train\deer\deer_train_01356.jpg,4,deer,train
data\raw\train\dog\dog_train_01357.jpg,5,dog,train
data\raw\train\swan\swan_train_01358.jpg,7,swan,train
data\raw\train\bird\bird_train_01359.jpg,0,bird,train
data\raw\train\rabbit\rabbit_train_01360.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_01361.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_01362.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01363.jpg,2,llama,train
data\raw\train\bird\bird_train_01364.jpg,0,bird,train
data\raw\train\dog\dog_train_01365.jpg,5,dog,train
data\raw\train\cat\cat_train_01366.jpg,1,cat,train
data\raw\train\bird\bird_train_01367.jpg,0,bird,train
data\raw\train\llama\llama_train_01368.jpg,2,llama,train
data\raw\train\swan\swan_train_01369.jpg,7,swan,train
data\raw\train\rabbit\rabbit_train_01370.jpg,3,rabbit,train
data\raw\train\rabbit\rabbit_train_01371.jpg,3,rabbit,train
data\raw\train\llama\llama_train_01372.jpg,2,llama,train
data\raw\train\rabbit\rabbit_train_01373.jpg,3,rabbit,train
data\raw\train\bird\bird_train_01374.jpg,0,bird,train
data\raw\train\snail\snail_train_01375.jpg,6,snail,train
data\raw\train\snail\snail_train_01376.jpg,6,snail,train
data\raw\train\llama\llama_train_01377.jpg,2,llama,train
data\raw\train\snail\snail_train_01378.jpg,6,snail,train
data\raw\train\swan\swan_train_01379.jpg,7,swan,train
data\raw\train\llama\llama_train_01380.jpg,2,llama,train
data\raw\train\swan\swan_train_01381.jpg,7,swan,train
data\raw\train\snail\snail_train_01382.jpg,6,snail,train
data\raw\train\deer\deer_train_01383.jpg,4,deer,train
data\raw\train\bird\bird_train_01384.jpg,0,bird,train
data\raw\train\bird\bird_train_01385.jpg,0,bird,train
data\raw\train\cat\cat_train_01386.jpg,1,cat,train
data\raw\train\snail\snail_train_01387.jpg,6,snail,train
data\raw\train\cat\cat_train_01388.jpg,1,cat,train
data\raw\train\bird\bird_train_01389.jpg,0,bird,train
data\raw\train\swan\swan_train_01390.jpg,7,swan,train
data\raw\train\bird\bird_train_01391.jpg,0,bird,train
data\raw\train\llama\llama_train_01392.jpg,2,llama,train
data\raw\train\swan\swan_train_01393.jpg,7,swan,train
data\raw\train\snail\snail_train_01394.jpg,6,snail,train
data\raw\train\snail\snail_train_01395.jpg,6,snail,train
data\raw\train\deer\deer_train_01396.jpg,4,deer,train
data\raw\train\snail\snail_train_01397.jpg,6,snail,train
data\raw\train\llama\llama_train_01398.jpg,2,llama,train
data\raw\train\deer\deer_train_01399.jpg,4,deer,train
data\raw\train\bird\bird_train_01400.jpg,0,bird,train
data\raw\train\bird\bird_train_01401.jpg,0,bird,train
data\raw\train\swan\swan_train_01402.jpg,7,swan,train
data\raw\train\dog\dog_train_01403.jpg,5,dog,train
data\raw\train\snail\snail_train_01404.jpg,6,snail,train
